a,DT
afforests,NNS
affray,VBP
affrayed,VBN
affrayer,NN
affrayers,NNS
affraying,VBG
affrays,NNS
affright,MD
affrighted,VBN
affrights,NNS
affront,VBP
affronted,VBN
affronting,VBG
affronts,NNS
affusions,NNS
afghan,iNN
afghani,NN
afghanis,NNS
afghanistan,VBP
afghans,NNS
aficionado,VBP
aficionados,NNS
afield,VBN
afire,NN
aflame,NN
aflatoxin,NN
afloat,NN
aflutter,NN
afoot,NN
afore,NN
aforementioned,VBD
aforesaid,VBN
aforethought,NN
afoul,NN
afraid,VBD
afreet,NN
afreets,NNS
afresh,VBP
africa,NN
african,NN
africans,NNS
afrikaans,NNS
afrit,VBP
afrits,NNS
afro,iNN
afros,NNS
aft,VBP
after,iNN
afterbirth,JJ
afterbirths,NNS
afterburner,NN
afterburners,NNS
aftercare,VBP
afterdeck,NN
afterdecks,NNS
afterdischarge,VBP
aftereffect,JJ
aftereffects,NNS
afterglow,VBP
afterglows,NNS
afterimage,NN
afterimages,NNS
afterimpression,NN
afterlife,NN
afterlives,NNS
aftermarket,NN
aftermath,NN
aftermaths,NNS
aftermost,VBP
afternoon,NN
afternoons,NNS
afterpotential,JJ
afters,NNS
aftershave,VBP
aftershaves,NNS
aftertaste,VBP
aftertastes,NNS
afterthought,MD
afterthoughts,NNS
afterward,VB
afterwards,NNS
aftmost,JJS
again,RB
against,iNN
agama,NN
agamas,NNS
agamic,JJ
agapae,NN
agape,NN
agapeic,NN
agar,NN
agarics,NNS
agars,NNS
agate,VBP
agates,NNS
agatize,VBP
agave,VBP
agaves,NNS
agaze,VBP
age,NN
aged,VBD
agedly,RB
agedness,NN
ageing,VBG
ageings,NNS
ageism,NN
ageist,NN
ageists,NNS
ageless,NN
agelessly,RB
agelessness,NN
agelong,iNN
agencies,NNS
agency,NN
agenda,NN
agendas,NNS
agendum,NN
agendums,NNS
agent,NN
agentry,NN
agents,NNS
ageratum,NN
ageratums,NNS
agers,NNS
ages,NNS
aggie,VBP
aggies,NNS
agglomerate,VBP
agglomerated,VBN
agglomerates,NNS
agglomerating,VBG
agglomeration,NN
agglomerations,NNS
agglutinate,VBP
agglutinated,VBN
agglutinates,NNS
agglutinating,VBG
agglutination,NN
agglutinations,NNS
agglutinative,VBP
agglutinatively,RB
agglutinin,iNN
agglutinins,NNS
aggrandize,VBP
aggrandized,VBN
aggrandizement,NN
aggrandizements,NNS
aggrandizer,NN
aggrandizers,NNS
aggrandizes,VBZ
aggrandizing,VBG
aggravate,NN
aggravated,VBD
aggravates,NNS
aggravating,VBG
aggravation,NN
aggravations,NNS
aggregate,VBP
aggregated,VBN
aggregates,NNS
aggregating,VBG
aggregation,NN
aggregational,JJ
aggregations,NNS
aggregative,JJ
aggress,NN
aggressed,VBD
aggresses,NNS
aggressing,VBG
aggression,NN
aggressions,NNS
aggressive,VBP
aggressively,RB
aggressiveness,JJ
aggressor,NN
aggressors,NNS
aggrieve,VBP
aggrieved,VBN
aggrieves,NNS
aggrieving,VBG
agha,NN
aghas,VBZ
aghast,JJ
agile,NN
agilely,RB
agileness,NN
agilities,NNS
agility,NN
agin,NN
aging,VBG
agings,NNS
agist,VBP
agists,NNS
agitable,JJ
agitate,NN
agitated,VBD
agitatedly,RB
agitates,VBZ
agitating,VBG
agitation,NN
agitations,NNS
agitato,iNN
agitator,NN
agitators,NNS
agitprop,NN
agitprops,NNS
aglare,VBP
agleam,NN
aglee,NN
aglet,NN
aglets,NNS
agley,NN
aglimmer,NN
aglitter,NN
aglow,NN
agnizing,VBG
agnostic,JJ
agnosticism,NN
agnostics,NNS
ago,iNN
agog,NN
agonal,JJ
agone,NN
agonic,JJ
agonies,NNS
agonise,VBP
agonised,VBN
agonises,NNS
agonist,VBP
agonistic,JJ
agonists,NNS
agonize,VBP
agonized,VBN
agonizes,NNS
agonizing,VBG
agonizingly,RB
agons,NNS
agony,VBP
agora,NN
agorae,NN
agoraphobia,NN
agoraphobic,NN
agoras,NNS
agouti,VBP
agouties,NNS
agouty,NN
agrarian,NN
agrarianism,NN
agrarians,NNS
agree,VBP
agreeability,NN
agreeable,JJ
agreeableness,NN
agreeably,RB
agreed,VBD
agreeing,VBG
agreement,NN
agreements,NNS
agrees,VBZ
agribusiness,NN
agribusinesses,NNS
agric,JJ
agricultural,JJ
agriculturalist,NN
agriculturalists,NNS
agriculturally,RB
agriculture,NN
agricultures,NNS
agriculturist,VBP
agriculturists,NNS
agrimony,NN
agrology,NN
agronomic,JJ
agronomies,NNS
agronomist,VBP
agronomists,NNS
agronomy,NN
aground,NN
ague,NN
agues,NNS
agueweed,VBD
aguishly,RB
ah,JJ
aha,NN
ahchoo,NN
ahead,RB
ahem,PRP
ahems,VBZ
ahimsa,NN
ahimsas,NNS
ahold,VBD
ahorse,NN
ahoy,NN
ahs,NNS
ai,VBP
aid,NN
aide,NN
aided,VBD
aider,NN
aiders,NNS
aides,VBZ
aidful,JJ
aiding,NN
aidless,NN
aidman,NN
aidmen,NNS
aids,NNS
aiglets,NNS
aigrets,NNS
aigrette,VBP
aigrettes,NNS
aikido,VBP
aikidos,NNS
ail,VBP
ailanthus,RB
ailanthuses,NNS
ailed,VBD
aileron,NN
ailerons,NNS
ailing,VBG
ailment,NN
ailments,NNS
ails,NNS
ailurophobe,VBP
ailurophobia,NN
aim,NN
aimed,VBN
aimer,NN
aimers,NNS
aimful,JJ
aimfully,RB
aiming,VBG
aimless,NN
aimlessly,RB
aimlessness,NN
aims,NNS
ainus,VBZ
air,NN
airbill,NN
airbills,NNS
airboat,VBP
airboats,NNS
airborne,NN
airbrush,NN
airbrushed,VBD
airbrushes,NNS
airbrushing,VBG
airbursts,NNS
airbus,VBZ
airbusses,NNS
aircraft,NN
aircrew,VBD
airdrome,NN
airdromes,NNS
airdrop,NN
airdropped,VBD
airdropping,VBG
airdrops,NNS
aired,VBD
airedale,NN
airedales,NNS
airer,NN
airest,NN
airfare,NN
airfares,NNS
airfield,VBD
airfields,NNS
airflow,VBP
airflows,NNS
airfoil,NN
airfoils,NNS
airframe,VBD
airframes,NNS
airfreight,VBN
airglow,NN
airhead,NN
airheads,NNS
airier,JJR
airiest,NN
airily,RB
airiness,NN
airing,VBG
airings,NNS
airless,NN
airlessly,RB
airlessness,NN
airlift,NN
airlifted,VBD
airlifting,VBG
airlifts,NNS
airlike,iNN
airline,NN
airliner,NN
airliners,NNS
airlines,NNS
airlock,VBP
airmail,NN
airmailed,VBN
airmailing,VBG
airmails,NNS
airman,NN
airmanship,NN
airmen,NNS
airmobile,iNN
airplane,NN
airplanes,NNS
airport,NN
airports,NNS
airproofed,VBD
airs,NNS
airscrew,VBP
airscrews,NNS
airship,NN
airships,NNS
airsick,VBP
airsickness,NN
airspace,NN
airspaces,NNS
airspeed,VBD
airspeeds,NNS
airstream,VBP
airstrip,NN
airstrips,NNS
airtight,VBD
airwave,VBP
airwaves,NNS
airway,RB
airways,VBZ
airwoman,NN
airwomen,NNS
airworthier,JJR
airworthiest,NN
airworthiness,NN
airworthy,NN
airy,NN
aisle,NN
aisled,VBD
aisles,NNS
aitch,VBP
aitches,NNS
ajar,NN
ajiva,NN
ajowans,NNS
akenes,NNS
akimbo,VBP
akin,JJ
akron,NN
akvavit,NN
akvavits,NNS
al,JJ
alabama,NN
alabamian,NN
alabamians,NNS
alabaster,NN
alack,NN
alacrities,NNS
alacrity,NN
aladdin,NN
alai,NN
alameda,NN
alamedas,NNS
alamo,VBP
alamode,NN
alamodes,NNS
alamos,NNS
alan,VBP
alans,NNS
alar,JJ
alarm,NN
alarmclock,NN
alarmed,VBD
alarming,VBG
alarmingly,RB
alarmism,NN
alarmisms,NNS
alarmist,VBP
alarmists,NNS
alarms,NNS
alarum,VBP
alarumed,VBN
alaruming,VBG
alarums,NNS
alary,JJ
alas,NNS
alaska,VBP
alaskan,JJ
alaskans,NNS
alaskas,iNN
alate,JJ
alated,VBN
alb,NN
alba,NN
albacore,NN
albacores,NNS
albania,VBP
albanian,JJ
albanians,NNS
albany,NN
albatross,NNS
albatrosses,NNS
albedo,VBP
albedos,NNS
albeit,NN
albert,NN
alberta,NN
albinism,NN
albinisms,NNS
albino,VBP
albinoism,NN
albinos,NNS
albs,NNS
album,VBP
albumen,NNS
albumens,NNS
albumin,VBP
albuminous,JJ
albumins,NNS
albums,NNS
albuquerque,VBP
alcalde,NN
alcaldes,NNS
alcazar,NN
alcazars,NNS
alchemic,JJ
alchemical,JJ
alchemies,NNS
alchemist,VBP
alchemists,NNS
alchemy,PRPS
alchymies,NNS
alcohol,NN
alcoholic,JJ
alcoholically,RB
alcoholics,NNS
alcoholism,NN
alcoholization,NN
alcoholized,VBD
alcoholizing,VBG
alcoholometer,NN
alcohols,NNS
alcove,VBP
alcoved,VBN
alcoves,NNS
aldehyde,VBP
aldehydes,NNS
alder,JJR
alderman,NN
aldermanic,JJ
aldermanry,NN
aldermen,NNS
alders,NNS
alderwoman,VBP
alderwomen,NNS
aldrin,iNN
aldrins,NNS
ale,VBP
aleatory,NN
alecs,NNS
alee,VBP
alefs,NNS
alehouse,VBP
alehouses,NNS
alembic,JJ
alembics,NNS
aleph,VBP
alephs,NNS
alert,NN
alerted,VBD
alerter,NN
alerters,NNS
alertest,VBP
alerting,VBG
alertly,RB
alertness,JJ
alerts,NNS
ales,NNS
aleuron,VBP
aleutian,JJ
aleutians,NNS
alewife,VBP
alewives,NNS
alexander,JJR
alexandria,NNS
alexandrian,JJ
alexandrine,NN
alexandrines,NNS
alexia,VBP
alfa,NN
alfalfa,NN
alfalfas,NNS
alfas,VBZ
alfred,VBN
alfresco,NN
alga,NN
algae,NN
algal,NN
algas,NN
algebra,NN
algebraic,NN
algebraically,RB
algebras,VBZ
algeria,NNS
algerian,JJ
algerians,NNS
algicide,VBP
algicides,NNS
algid,VBD
algiers,NNS
algin,iNN
alginate,JJ
alginates,NNS
algins,VBZ
algoid,JJ
algonquian,NN
algonquians,NNS
algonquin,VBP
algonquins,NNS
algorism,NN
algorisms,NNS
algorithm,VBP
algorithmic,JJ
algorithms,NNS
alias,NNS
aliases,NNS
alibi,VBP
alibied,VBN
alibies,NNS
alibiing,VBG
alibis,NNS
alice,NN
alien,NN
alienabilities,NNS
alienability,NN
alienable,JJ
alienage,NN
alienages,NNS
alienate,VBP
alienated,VBN
alienates,NNS
alienating,VBG
alienation,NN
alienator,NN
aliened,VBD
alienee,NN
alienees,NNS
aliener,NN
alieners,NNS
aliening,VBG
alienism,NN
alienisms,NNS
alienist,VBP
alienists,NNS
alienly,RB
alienors,NNS
aliens,NNS
alight,VBP
alighted,VBN
alighting,VBG
alights,NNS
align,NN
aligned,VBD
aligner,NN
aligners,NNS
aligning,VBG
alignment,NN
alignments,NNS
aligns,NNS
alii,VBP
alike,iNN
alikeness,NN
aliment,NN
alimentary,NN
alimentation,NN
alimented,VBD
alimenting,VBG
aliments,NNS
alimonies,NNS
alimony,VBP
aline,NN
alined,VBN
alinement,NN
aliner,NN
aliners,NNS
alines,NNS
alining,VBG
aliphatic,JJ
aliquant,NN
aliquot,NN
aliquots,NNS
alit,NN
aliter,NN
alive,JJ
aliveness,NN
alizarin,NN
alizarine,NN
alizarins,VBZ
alkali,NN
alkalic,JJ
alkalies,NNS
alkalify,VBP
alkalin,NN
alkaline,NN
alkalinities,NNS
alkalinity,NN
alkalinization,NN
alkalinize,NN
alkalinized,VBD
alkalinizes,NNS
alkalinizing,VBG
alkalis,NNS
alkalise,VBP
alkalization,NN
alkalize,NN
alkalized,VBD
alkalizes,NNS
alkalizing,VBG
alkaloid,JJ
alkaloids,NNS
alkalosis,VBZ
alkyd,VBN
alkyds,NNS
alkyl,VBP
alkyls,NNS
all,DT
allah,NN
allay,NN
allayed,VBD
allayer,NN
allayers,NNS
allaying,VBG
allayment,NN
allays,NNS
allegation,NN
allegations,NNS
allegator,NN
allege,NN
allegeable,JJ
alleged,JJ
allegedly,RB
allegement,JJ
alleger,NN
allegers,NNS
alleges,NNS
allegheny,VBP
allegiance,NN
allegiances,NNS
allegiant,VBP
allegiantly,RB
alleging,VBG
allegoric,JJ
allegorical,JJ
allegorically,RB
allegories,VBZ
allegorist,NN
allegorists,NNS
allegory,NN
allegretto,iNN
allegro,NN
allegros,NNS
allele,VBP
alleles,NNS
allelic,JJ
alleluia,NN
alleluias,NNS
allen,VBP
aller,NN
allergen,NN
allergenic,NN
allergenicity,NN
allergens,NNS
allergic,JJ
allergies,NNS
allergin,VBP
allergist,NN
allergists,NNS
allergology,NN
allergy,NN
alleviate,NN
alleviated,VBD
alleviates,NNS
alleviating,VBG
alleviation,NN
alleviations,NNS
alleviative,VBP
alleviator,NN
alleviators,NNS
alleviatory,NN
alley,NN
alleys,NNS
alleyway,VBP
alleyways,NNS
allheal,VBP
allheals,NNS
alliable,JJ
alliance,NN
alliances,NNS
allied,VBD
allies,NNS
alligator,NN
alligators,NNS
alliterate,VBP
alliterated,VBN
alliterates,NNS
alliterating,VBG
alliteration,NN
alliterations,NNS
alliterative,VBP
alliteratively,RB
allium,NN
alliums,NNS
allocability,NN
allocable,JJ
allocate,NN
allocated,VBD
allocatee,NN
allocates,NNS
allocating,VBG
allocation,NN
allocations,NNS
allocator,NN
allocators,NNS
allogenic,JJ
allomorphism,NN
allopathies,NNS
allopaths,NNS
allopathy,VBP
allot,NN
alloted,VBN
allotment,NN
allotments,NNS
allotrope,VBP
allotropes,NNS
allotrophic,JJ
allotropic,JJ
allotropically,RB
allotropies,VBZ
allotropism,NN
allotropy,NN
allots,NNS
allottable,JJ
allotted,VBN
allottee,NN
allottees,NNS
allotter,NN
allotters,NNS
allotting,VBG
allotypes,NNS
allotypic,JJ
allotypically,RB
allover,RB
allovers,NNS
allow,VBP
allowable,JJ
allowance,NN
allowances,NNS
allowed,VBD
allowing,VBG
allows,NNS
alloy,NN
alloyed,VBD
alloying,VBG
alloys,NNS
alls,NNS
allspice,VBP
allspices,NNS
allude,VBP
alluded,VBN
alludes,NNS
alluding,VBG
allure,NN
allured,VBD
allurement,NN
allurements,NNS
allurer,NN
allurers,NNS
allures,NNS
alluring,VBG
alluringly,RB
allusion,NN
allusions,NNS
allusive,VBP
allusively,RB
allusiveness,JJ
alluvia,NN
alluvial,JJ
alluvials,NNS
alluvium,NN
alluviums,NNS
ally,RB
allying,VBG
allyls,NNS
alma,NN
almanac,NN
almanacs,NNS
almandine,VBP
almandines,NNS
almightily,RB
almightiness,JJ
almighty,NN
almner,NN
almners,NNS
almond,VBP
almonds,NNS
almoner,RBR
almoners,NNS
almonry,VBP
almost,RB
alms,NNS
almshouse,VBP
almshouses,NNS
almsman,NN
almsmen,NNS
alnico,VBP
alnicoes,NNS
aloe,VBP
aloes,NNS
aloft,VBP
aloha,NN
alohas,NNS
alone,RB
aloneness,JJ
along,iNN
alongshore,NN
alongside,NN
aloof,iNN
aloofly,RB
aloofness,JJ
alopecia,NN
alopecias,NNS
alopecic,JJ
aloud,NN
alp,NN
alpaca,NN
alpacas,NNS
alpenhorn,VBP
alpenhorns,NNS
alpenstock,NN
alpenstocks,NNS
alpha,VBP
alphabet,NN
alphabeted,VBN
alphabetic,JJ
alphabetical,JJ
alphabetically,RB
alphabetization,NN
alphabetize,NN
alphabetized,VBD
alphabetizer,NN
alphabetizers,NNS
alphabetizes,VBZ
alphabetizing,VBG
alphabets,NNS
alphameric,JJ
alphanumeric,JJ
alphanumerics,NNS
alphas,VBZ
alphorn,NN
alphorns,NNS
alpine,VBP
alpinely,RB
alpines,NNS
alpinism,VBP
alpinisms,NNS
alpinist,VBP
alpinists,NNS
alps,NNS
already,RB
alright,VBN
also,RB
alt,VBD
altar,NN
altarpiece,NN
altarpieces,NNS
altars,NNS
alter,VBP
alterability,NN
alterable,JJ
alterably,RB
alterant,JJ
alterants,NNS
alteration,NN
alterations,NNS
alterative,VBP
alteratively,RB
altercation,NN
altercations,NNS
altered,VBD
alterer,NN
alterers,NNS
altering,VBG
alternate,NN
alternated,VBD
alternately,RB
alternateness,NN
alternates,NNS
alternating,VBG
alternatingly,RB
alternation,NN
alternations,NNS
alternative,VBP
alternatively,RB
alternativeness,JJ
alternatives,NNS
alternator,NN
alternators,NNS
alters,NNS
althea,VBP
altho,NN
althorn,NN
althorns,NNS
although,iNN
altimeter,NN
altimeters,NNS
altitude,VBP
altitudes,NNS
alto,iNN
altogether,NN
altos,NNS
altruism,NN
altruisms,NNS
altruist,VBP
altruistic,JJ
altruistically,RB
altruists,VBZ
alum,NN
alumin,NN
alumina,NN
aluminas,NNS
alumine,VBP
alumines,NNS
aluminic,JJ
aluminize,NN
aluminized,VBD
aluminizes,NNS
aluminizing,VBG
alumins,NNS
aluminum,NN
aluminums,NNS
alumna,VBP
alumnae,NN
alumni,NNS
alumnus,VBZ
alumroot,NN
alumroots,NNS
alums,NNS
alveolar,JJ
alveolars,NNS
alveolate,VBP
alveoli,NN
alveolus,NN
alway,NN
always,RB
alyssum,NN
alyssums,NNS
alzheimer,NN
am,NN
ama,NN
amah,NN
amahs,NNS
amain,VBP
amalgam,NN
amalgamate,NN
amalgamated,VBD
amalgamates,NNS
amalgamating,VBG
amalgamation,NN
amalgamative,JJ
amalgamator,NN
amalgamators,NNS
amalgams,NNS
amandine,VBP
amanita,NN
amanitas,NNS
amanuenses,NNS
amanuensis,NNS
amaranth,VBP
amaranthine,NN
amaranths,NNS
amarettos,NNS
amarillo,VBP
amaryllis,NNS
amaryllises,NNS
amass,VBP
amassed,VBN
amasser,NN
amassers,NNS
amasses,NNS
amassing,VBG
amassment,NN
amassments,NNS
amateur,VBP
amateurish,JJ
amateurishly,RB
amateurishness,JJ
amateurism,NN
amateurs,NNS
amative,VBP
amatively,RB
amativeness,JJ
amatorially,RB
amatory,JJ
amaze,NN
amazed,VBD
amazedly,RB
amazement,JJ
amazes,NNS
amazing,VBG
amazingly,RB
amazon,JJ
amazonian,NN
amazons,NNS
ambassador,NN
ambassadorial,JJ
ambassadors,NNS
ambassadorship,NN
ambassadorships,NNS
ambassadress,NN
amber,NN
ambergrease,NN
ambergris,VBZ
ambers,NNS
ambery,VBP
ambiance,NN
ambidexter,NN
ambidexterities,NNS
ambidexterity,NN
ambidextrous,JJ
ambidextrously,RB
ambidextrousness,JJ
ambience,NN
ambiences,NNS
ambient,NN
ambients,NNS
ambiguities,NNS
ambiguity,NN
ambiguous,JJ
ambiguously,RB
ambiguousness,JJ
ambilateral,JJ
ambisexualities,NNS
ambisexuality,NN
ambition,NN
ambitioned,VBD
ambitions,NNS
ambitious,JJ
ambitiously,RB
ambitiousness,JJ
ambivalence,NN
ambivalent,NN
ambivalently,RB
ambivert,NN
ambiverts,NNS
amble,JJ
ambled,VBN
ambler,NN
amblers,NNS
ambles,NNS
ambling,VBG
ambrosia,NN
ambrosial,JJ
ambrosially,RB
ambrosias,VBZ
ambulance,NN
ambulances,NNS
ambulant,VBP
ambulate,JJ
ambulated,VBN
ambulates,NNS
ambulating,VBG
ambulation,NN
ambulator,NN
ambulatories,NNS
ambulators,NNS
ambulatory,VBP
ambuscade,NN
ambuscaded,VBN
ambuscades,NNS
ambuscading,VBG
ambush,NN
ambushed,VBD
ambusher,NN
ambushers,NNS
ambushes,VBZ
ambushing,VBG
ambushment,NN
ameba,NN
amebae,NN
ameban,NN
amebas,NNS
amebean,VBP
amebic,JJ
ameboid,NN
ameer,NN
ameerate,NN
ameers,NNS
ameliorate,VBP
ameliorated,VBN
ameliorates,NNS
ameliorating,VBG
amelioration,NN
ameliorations,NNS
ameliorative,VBP
amen,NNS
amenability,NN
amenable,JJ
amenably,RB
amend,VBP
amendable,JJ
amendatory,NN
amended,VBD
amender,NN
amenders,NNS
amending,VBG
amendment,NN
amendments,NNS
amends,NNS
amenities,NNS
amenity,NN
amens,NNS
ament,NN
aments,NNS
amerce,VBP
amerced,VBN
amercement,NN
amercements,NNS
amerces,NNS
amercing,VBG
america,NN
american,NN
americana,NNS
americanism,NN
americanisms,NNS
americanist,VBP
americanization,NN
americanize,NN
americanized,VBD
americanizes,NNS
americanizing,VBG
americans,NNS
americas,iNN
americium,NN
amerind,NN
amerindian,NN
amerindians,NNS
amerinds,NNS
amerism,VBP
amethyst,NN
amethysts,NNS
amex,NN
amiability,NN
amiable,JJ
amiableness,NN
amiably,RB
amias,VBZ
amicabilities,NNS
amicability,NN
amicable,JJ
amicableness,NN
amicably,RB
amice,NN
amici,NN
amicus,VBZ
amid,iNN
amide,NN
amides,NNS
amidic,JJ
amids,NNS
amidship,NN
amidships,NNS
amidst,VBP
amies,NNS
amigas,NNS
amigo,VBP
amigos,NNS
amines,NNS
aminic,JJ
aminity,NN
amino,NN
amirate,NN
amirates,VBZ
amire,NN
amirs,NNS
amis,VBZ
amish,JJ
amiss,NN
amities,NNS
amity,NN
ammeter,NN
ammeters,NNS
ammine,VBP
ammino,RB
ammo,RB
ammonia,iNN
ammoniac,NN
ammoniacs,NNS
ammonias,VBZ
ammoniate,JJ
ammoniating,NN
ammonic,JJ
ammonify,NN
ammonite,NN
ammonites,VBZ
ammonium,NN
ammoniums,NNS
ammonoid,VBD
ammos,NNS
ammunition,NN
amnesia,NN
amnesiac,NN
amnesiacs,NNS
amnesias,VBZ
amnesic,JJ
amnesics,NNS
amnestic,JJ
amnestied,JJ
amnesties,NNS
amnesty,NN
amnestying,VBG
amniocentesis,NN
amnion,NN
amnionic,NN
amnions,NNS
amniote,VBP
amniotes,NNS
amniotic,JJ
amoeba,NN
amoebae,NN
amoeban,NN
amoebas,NNS
amoebean,VBP
amoebic,JJ
amoeboid,NN
amoebous,JJ
amok,NN
amoks,NNS
amole,VBP
amoles,NNS
among,iNN
amongst,JJ
amontillado,NN
amontillados,NNS
amoral,JJ
amorality,NN
amorally,RB
amoretti,NN
amoretto,iNN
amorists,NNS
amoroso,RB
amorous,JJ
amorously,RB
amorousness,JJ
amorphous,JJ
amorphously,RB
amorphousness,JJ
amort,NN
amortise,NN
amortizable,JJ
amortization,NN
amortize,NN
amortized,VBD
amortizement,NN
amortizes,NNS
amortizing,VBG
amount,NN
amounted,VBD
amounting,VBG
amounts,NNS
amour,PRPS
amours,NNS
amove,VBP
amp,NN
amperage,NN
amperages,NNS
ampere,RB
amperes,VBZ
ampersand,NN
ampersands,NNS
amphetamine,VBP
amphetamines,NNS
amphibia,iNN
amphibian,JJ
amphibians,NNS
amphibious,JJ
amphibiousness,NN
amphibole,NN
amphiboles,NNS
amphitheater,NN
amphitheaters,NNS
amphora,VBP
amphorae,NN
amphoral,JJ
amphoras,NNS
ampicillin,VBP
ampitheater,NN
ample,NN
ampleness,NN
ampler,NN
amplest,NN
amplifiable,JJ
amplification,NN
amplifications,NNS
amplified,VBD
amplifier,JJR
amplifiers,NNS
amplifies,NNS
amplify,VBP
amplifying,VBG
amplitude,NN
amplitudes,NNS
amply,RB
ampoule,JJ
ampoules,NNS
amps,NNS
ampul,VBP
ampule,NN
ampules,NNS
ampulla,NN
ampuls,NNS
amputate,VBP
amputated,VBN
amputates,NNS
amputating,VBG
amputation,NN
amputations,NNS
amputator,NN
amputee,NN
amputees,NNS
amreeta,VBP
amreetas,NNS
amrita,NNS
amritas,VBP
amsterdam,NN
amtrac,NN
amtrack,NN
amtracks,NNS
amtracs,NNS
amtrak,VBP
amu,NN
amuck,NN
amucks,NNS
amulet,VBP
amulets,NNS
amusable,JJ
amuse,NN
amused,VBD
amusedly,RB
amusement,JJ
amusements,NNS
amuser,NN
amusers,NNS
amuses,NNS
amusing,VBG
amusingly,RB
amyl,JJ
amylase,NN
amylases,NNS
amyls,NNS
an,DT
ana,NN
anabolic,JJ
anabolism,NN
anachronism,NN
anachronisms,NNS
anachronistic,JJ
anachronistical,JJ
anachronistically,RB
anaconda,NN
anacondas,NNS
anadem,VBP
anadems,NNS
anaemia,iNN
anaemias,NNS
anaemic,JJ
anaerobe,NN
anaerobes,NNS
anaerobic,JJ
anaerobically,RB
anaesthesia,NN
anaesthetic,JJ
anaesthetist,NN
anaesthetization,NN
anaesthetize,NN
anaesthetized,VBD
anaesthetizing,VBG
anagram,NN
anagrammed,VBD
anagrams,NNS
anaheim,VBP
anal,JJ
analects,NNS
analemma,VBP
analemmas,NNS
analeptic,JJ
analgesia,NN
analgesic,JJ
analgesics,NNS
analgia,VBP
anality,NN
anally,RB
analog,JJ
analogic,NN
analogical,JJ
analogically,RB
analogies,VBZ
analogize,NN
analogous,JJ
analogously,RB
analogousness,JJ
analogs,NNS
analogue,VBP
analogues,NNS
analogy,NN
analysand,NN
analysands,NNS
analyse,VBP
analysed,VBN
analyser,NN
analyses,NNS
analysis,NN
analyst,NN
analysts,NNS
analytic,JJ
analytical,JJ
analytically,RB
analyzable,JJ
analyze,NN
analyzed,VBD
analyzer,NN
analyzers,NNS
analyzes,VBZ
analyzing,VBG
anapest,NN
anapestic,JJ
anapests,NNS
anarch,VBP
anarchic,JJ
anarchical,JJ
anarchically,RB
anarchies,VBZ
anarchism,NN
anarchist,NN
anarchistic,JJ
anarchists,NNS
anarchs,NNS
anarchy,VBP
anastigmatic,JJ
anastomoses,NNS
anastomosis,VBZ
anatase,NN
anathema,NN
anathemas,NNS
anathemata,VBP
anathematize,NN
anathematized,VBN
anathematizes,NNS
anathematizing,VBG
anatomic,JJ
anatomical,JJ
anatomically,RB
anatomies,VBZ
anatomist,NN
anatomists,NNS
anatomize,VBP
anatomized,VBN
anatomizes,NNS
anatomizing,VBG
anatomy,NN
anatto,NN
anattos,NNS
ancestor,NN
ancestors,NNS
ancestral,JJ
ancestrally,RB
ancestress,JJ
ancestresses,NNS
ancestries,NNS
ancestry,VBP
anchor,NN
anchorage,NN
anchorages,NNS
anchored,VBD
anchoress,NN
anchoresses,NNS
anchoring,VBG
anchorite,JJ
anchorites,NNS
anchoritic,JJ
anchors,NNS
anchovies,NNS
anchovy,VBP
ancien,VBN
anciens,NNS
ancient,JJ
ancienter,NN
ancientest,NN
anciently,RB
ancientness,NN
ancients,NNS
ancillaries,NNS
ancillary,VBP
and,CC
andante,NN
andantes,NNS
andantino,VBP
andantinos,NNS
andean,JJ
anderson,NN
andes,VBZ
andesite,JJ
andesyte,NN
andiron,NN
andirons,NNS
andorra,VBP
andre,NN
andrew,NN
androgen,NN
androgenic,NN
androgens,NNS
androgyne,VBP
androgynies,NNS
androgynism,NN
androgynous,JJ
androgyny,NN
android,VBD
androids,NNS
andromeda,NN
ands,NNS
anear,VBP
anearing,VBG
anecdotal,JJ
anecdote,NN
anecdotes,NNS
anecdotic,JJ
anecdotist,NN
anecdotists,NNS
anechoic,JJ
anele,NN
anemia,NN
anemias,NNS
anemic,JJ
anemometer,NN
anemometers,NNS
anemone,NN
anemones,NNS
anent,NN
anergy,NN
aneroid,VBD
aneroids,NNS
anesthesia,iNN
anesthesiologies,NNS
anesthesiologist,VBP
anesthesiologists,NNS
anesthesiology,NN
anesthetic,JJ
anesthetically,RB
anesthetics,NNS
anesthetist,VBP
anesthetists,NNS
anesthetization,NN
anesthetize,NN
anesthetized,VBD
anesthetizes,NNS
anesthetizing,VBG
aneurism,NN
aneurisms,NNS
aneurysm,NN
aneurysms,NNS
anew,VBD
angaries,NNS
angary,JJ
angas,NNS
angel,VBP
angeles,NNS
angelfish,JJ
angelfishes,NNS
angelic,JJ
angelica,NN
angelical,JJ
angelically,RB
angelicas,VBZ
angels,NNS
angelus,RB
angeluses,VBZ
anger,JJR
angered,VBN
angering,VBG
angerly,RB
angers,NNS
angina,VBP
anginal,JJ
anginas,NNS
anginous,JJ
angiogram,NN
angiology,NN
angiosperm,NN
angiosperms,NNS
angle,VBP
angled,VBN
angler,NN
anglers,NNS
angles,NNS
angleworm,VBP
angleworms,NNS
anglians,NNS
anglican,VBP
anglicanism,NN
anglicans,NNS
anglicism,NN
anglicisms,NNS
